Price,Date,Close,High,Low,Open,Volume
Ticker,,GOOG,GOOG,GOOG,GOOG,GOOG
27,2015-02-11,26.629444122314453,26.75266242839462,26.500661094017506,26.596154616047677,27555446
28,2015-02-12,26.975248336791992,27.06915302705736,26.565004002932607,26.69304203133127,32404724
29,2015-02-13,27.27733039855957,27.322045828801354,26.985184392892418,26.996116182876722,38006060
30,2015-02-17,26.97077751159668,27.32651872401718,26.883828726900383,27.169018840184357,32336537
31,2015-02-18,26.814767837524414,27.10244193246581,26.705957371781253,26.89923264336906,29061570
32,2015-02-19,26.97226905822754,26.984192920660586,26.730802291618396,26.732292299292528,19782163
33,2015-02-20,26.777503967285156,27.015990703382016,26.6209961558529,26.985185176782075,28887092
34,2015-02-23,26.427724838256836,26.652746392342078,26.303512560297808,26.633418105137288,29157834
35,2015-02-24,26.635404586791992,26.670184098732104,26.245877854102282,26.332824733432787,20101036
36,2015-02-25,27.021953582763672,27.13871202517843,26.60336026529423,26.625966949961335,36519991
37,2015-02-26,27.598787307739258,27.631580776205602,26.904198649333004,26.98915948470359,46230579
38,2015-02-27,27.743867874145508,28.057377620488136,27.47060163458516,27.53718064424735,48203982
39,2015-03-02,28.386789321899414,28.427032831809694,27.76125978811757,27.849698583402816,42592618
40,2015-03-03,28.501062393188477,28.58800927606707,28.147307229327193,28.342568539822057,34095352
41,2015-03-04,28.487646102905273,28.673465627361082,28.221337663511513,28.41311911864571,37536775
42,2015-03-05,28.58502960205078,28.713215866807992,28.4896349072752,28.569625888436484,27792094
43,2015-03-06,28.205188751220703,28.652101685585848,28.159230381228323,28.56266892498989,33182854
44,2015-03-09,28.26307487487793,28.333625976155492,27.999001430011955,28.1642003249085,21242161
45,2015-03-10,27.575439453125,28.06433489209745,27.561527647504327,28.034525237567365,35846146
46,2015-03-11,27.38514518737793,27.73095047207054,27.360303492675357,27.581896502815447,36415706
47,2015-03-12,27.60028076171875,27.643008249366183,27.349372228371998,27.50091208047838,27792094
48,2015-03-13,27.1933650970459,27.743869698754906,27.039343161218717,27.500414996779064,34071287
49,2015-03-16,27.550596237182617,27.666858642753716,27.12777996855501,27.373718649290844,32819860
50,2015-03-17,27.368253707885742,27.515319735229394,27.227149611324148,27.411479131445535,36110871
51,2015-03-18,27.79852294921875,27.812434755075127,27.177465346327335,27.450729703329195,42690887
52,2015-03-19,27.723499298095703,27.863111488682414,27.63182962207121,27.79305642528442,23945563
53,2015-03-20,27.841249465942383,27.908822449542164,27.776164262838513,27.905344498199522,52337299
54,2015-03-23,27.764238357543945,27.940619903222608,27.616178358663518,27.84472917421276,32876014
55,2015-03-24,28.329648971557617,28.548261970798297,27.88348292762274,27.950556074762584,51665459
56,2015-03-25,27.762996673583984,28.43249658648829,27.76076166229278,28.345051769719884,43045859
57,2015-03-26,27.583389282226562,27.768710877258535,27.358812448858554,27.703623772572296,31452115
58,2015-03-27,27.24403953552246,27.588850828637153,27.23360568225013,27.475570350623034,37949906
59,2015-03-30,27.427379608154297,27.498924679956808,27.235596244077705,27.40700793529864,25750504
60,2015-03-31,27.227149963378906,27.56053345892199,27.163552866681563,27.326518645231122,31760961
61,2015-04-01,26.956867218017578,27.38315955348473,26.804831320323984,27.25696122506429,39261497
62,2015-04-02,26.60758399963379,26.871906419883636,26.52396492093641,26.871906419883636,34327989
63,2015-04-06,26.668941497802734,26.750673351900943,26.31146132506801,26.44312553593223,26488525
64,2015-04-07,26.681610107421875,26.963322254501623,26.63093274737842,26.7342773116793,26057345
65,2015-04-08,26.909664154052734,27.020958597470763,26.749184256473868,26.749184256473868,23570536
66,2015-04-09,26.868427276611328,26.926558479090488,26.605596776214,26.880847174221465,31157308
67,2015-04-10,26.830169677734375,26.943450166392378,26.696021480570963,26.943450166392378,28189181
68,2015-04-13,26.788434982299805,27.03139365186005,26.69602219965797,26.75067545190334,32906096
69,2015-04-14,26.352203369140625,26.708938546249662,26.238029639412833,26.64335540741576,52082601
70,2015-04-15,26.458528518676758,26.56783501942129,25.995966685093467,26.26823706453434,46376979
71,2015-04-16,26.52162742614746,26.61056415390058,26.313450181342493,26.327858022463452,25997180
72,2015-04-17,26.037202835083008,26.32487501298291,25.88616092535211,26.26624777852411,43037837
73,2015-04-20,26.600130081176758,26.63540563016079,26.059561418463208,26.114214667864307,33585958
74,2015-04-21,26.530075073242188,26.79936543326775,26.515416363589082,26.70595678284115,36895018
75,2015-04-22,26.79812240600586,26.883332213494054,26.41977451628756,26.551438730476637,31871263
76,2015-04-23,27.17746353149414,27.374214843667353,26.84110003489935,26.879357498449668,83697161
77,2015-04-24,28.07476806640625,28.37684999460812,27.686731327061135,28.1264394000203,98650102
78,2015-04-27,27.66908073425293,28.19618800458131,27.560969664544263,28.06864602027826,47960000
79,2015-04-28,27.584884643554688,27.701466333201076,27.41977698015881,27.6327131265132,29820000
80,2015-04-29,27.355709075927734,27.584885168905373,27.247347132639906,27.424960220139493,33976000
81,2015-04-30,26.770811080932617,27.33129721291742,26.65672096934279,27.2954248993418,41644000
82,2015-05-01,26.798709869384766,26.880415118887147,26.50974722707963,26.82511379186474,35364000
83,2015-05-04,26.94219398498535,27.106106224686226,26.657218627355,26.830097519966255,26160000
84,2015-05-05,26.444982528686523,26.89038078259967,26.42460515375925,26.814154728357625,27662000
85,2015-05-06,26.117158889770508,26.52369719584847,25.960970365350782,26.466902059884887,31340000
86,2015-05-07,26.439998626708984,26.577505042447566,25.994100548505617,26.105699076979874,30926000
87,2015-05-08,26.814653396606445,26.960630437598525,26.156020587118366,26.736435595319225,30552000
88,2015-05-11,26.689102172851562,27.001979045888582,26.674156485148067,26.822125255179976,18106000
89,2015-05-12,26.3572940826416,26.56499808939359,26.168971576702663,26.484836065193385,32684000
90,2015-05-13,26.386192321777344,26.620450398447577,26.33811487114026,26.433023031393045,25046000
91,2015-05-14,26.823619842529297,26.853513119323996,26.52519261286367,26.592948046203855,28078000
92,2015-05-15,26.596933364868164,26.867162580723335,26.424054477269088,26.86247969981392,39426000
93,2015-05-18,26.519710540771484,26.645258877767947,26.347827531416957,26.505262789365986,40068000
94,2015-05-19,26.771804809570312,26.93621497403663,26.55657854743094,26.60340925514138,39338000
95,2015-05-20,26.86696434020996,27.048811789873515,26.553192298733908,26.828104408944526,28616000
96,2015-05-21,27.028383255004883,27.094644878520377,26.703052272260518,26.801198916791915,29254000
97,2015-05-22,26.908815383911133,27.112083591536067,26.878922106074562,26.910807128788285,23524000
98,2015-05-26,26.520709991455078,26.85351575746803,26.399147028045814,26.809672660632543,48130000
99,2015-05-27,26.892871856689453,26.930735914982105,26.490318932175914,26.54462248774465,30500000
100,2015-05-28,26.892372131347656,26.933723640935664,26.716503731552397,26.80418801309766,20596000
101,2015-05-29,26.51024627685547,26.83507934473126,26.4773653812955,26.77230517096409,51948000
102,2015-06-01,26.60390853881836,26.74340859769423,26.393167492667626,26.74340859769423,38086000
103,2015-06-02,26.86248016357422,27.052796324079043,26.47138548061189,26.551098986039882,38780000
104,2015-06-03,26.918777465820312,27.07770654107103,26.759350454358515,26.898850514777507,34340000
105,2015-06-04,26.738924026489258,26.932727644323332,26.62035058897903,26.791735673893236,26966000
106,2015-06-05,26.571027755737305,26.763835497214483,26.530672116678396,26.721486212805058,27764000
107,2015-06-08,26.247190475463867,26.610385524100124,26.21779703516095,26.570031785709343,30412000
108,2015-06-09,26.240215301513672,26.365265706624477,26.056874052073958,26.283560457739732,29106000
109,2015-06-10,26.73842430114746,26.821625256428568,26.372739587170035,26.373237523354504,36300000
110,2015-06-11,26.634798049926758,26.85251590747163,26.55558248020751,26.82486524352774,24350000
111,2015-06-12,26.52120590209961,26.56056376581092,26.41309293502821,26.48483565545113,19116000
112,2015-06-15,26.265626907348633,26.320430301206297,26.106199889137226,26.3054827116415,32654000
113,2015-06-16,26.312955856323242,26.38719016720197,26.18392005148168,26.325411864349338,21436000
114,2015-06-17,26.368257522583008,26.453950069582596,26.161002013802612,26.373738622309034,25884000
115,2015-06-18,26.740419387817383,26.811164340221058,26.4444818335893,26.454944195586457,36662000
116,2015-06-19,26.73842430114746,26.816146057879628,26.555083057714384,26.764332186898113,37870000
117,2015-06-22,26.81315803527832,27.089664674658454,26.780275240072086,26.882907115388644,25006000
118,2015-06-23,26.927248001098633,26.978014688236172,26.6666848245022,26.88539855325614,23950000
119,2015-06-24,26.79572105407715,26.90333419319586,26.68711204252324,26.90333419319586,25732000
120,2015-06-25,26.665685653686523,26.948171312334672,26.665685653686523,26.84703515201711,26714000
121,2015-06-26,26.48931884765625,26.7917333513895,26.47237951512037,26.766823239020173,42182000
122,2015-06-29,25.982643127441406,26.335873766943465,25.933818769705432,26.15651789741216,38756000
123,2015-06-30,25.932323455810547,26.218296598857723,25.93182551957381,26.206838363852764,44344000
124,2015-07-01,25.99858283996582,26.19039470366498,25.818730947515487,26.142566221788623,39220000
125,2015-07-02,26.076305389404297,26.138581624868053,25.96072147179568,25.96072147179568,24718000
126,2015-07-06,26.049402236938477,26.168475511823285,25.85709432724909,25.88200444191104,25610000
127,2015-07-07,26.15701675415039,26.21480966760474,25.66677951410184,26.06285548948875,31944000
128,2015-07-08,25.748981475830078,26.043124946109657,25.71311106258425,25.9592264935963,25934000
129,2015-07-09,25.940793991088867,26.094739910632235,25.924352592728706,26.062356950667056,36846000
130,2015-07-10,26.411602020263672,26.53266704276435,26.183421791829637,26.22028997869469,39134000
131,2015-07-13,27.229660034179688,27.257559665468772,26.52469450741166,26.54860684807101,44130000
132,2015-07-14,27.954557418823242,28.191156944429107,27.237633792833833,27.240123473926143,64882000
133,2015-07-15,27.91071319580078,28.22373831619842,27.739827954305056,27.906229869496066,35692000
134,2015-07-16,28.888700485229492,28.930051996908617,28.14885850193613,28.154837537497418,95366000
135,2015-07-17,33.526039123535156,33.602664288178445,32.134539209190514,32.33382393348651,223298000
136,2015-07-20,33.032310485839844,33.324260728476766,32.53360269908987,32.84398798334731,117218000
137,2015-07-21,32.99644470214844,33.529529164960664,32.59787524539311,32.643214051017644,67544000
138,2015-07-22,32.98647689819336,33.81051573518716,32.832033046109885,32.92619240582173,78586000
139,2015-07-23,32.098663330078125,33.06269812588901,31.935249047748766,32.94512057668697,60582000
140,2015-07-24,31.066373825073242,32.29246947296133,31.014559953526,32.234176729385894,72514000
141,2015-07-27,31.250713348388672,31.60145238425001,30.91392222762948,30.93883234116591,53508000
142,2015-07-28,31.287580490112305,31.52821671670946,31.05392107203728,31.52821671670946,34546000
143,2015-07-29,31.483379364013672,31.554622256321135,31.021039866290874,31.327439798396647,31502000
144,2015-07-30,31.516258239746094,31.64728768146669,30.991146500973198,31.387222443366138,29484000
145,2015-07-31,31.168508529663086,31.532201511859174,31.163027430399097,31.455975461484652,34122000
146,2015-08-03,31.4475040435791,31.539473998096376,31.15505585666371,31.15505585666371,26090000
147,2015-08-04,31.349857330322266,31.626861910905866,31.24573164449281,31.308505817723205,29818000
148,2015-08-05,32.07375717163086,32.27702918933716,31.544660004184777,31.6029489527529,46686000
149,2015-08-06,32.018951416015625,32.15342079856914,31.499318876509022,32.13453723318694,31452000
150,2015-08-07,31.651273727416992,32.01895210957302,31.372775341354714,31.896893119096394,28078000
151,2015-08-10,31.573055267333984,32.056817395224954,31.449449256248297,31.85952632839027,36184000
152,2015-08-11,32.92071533203125,33.62418518908258,32.59638019961066,33.34020569725956,100584000
153,2015-08-12,32.85993194580078,33.13095748575619,32.49773086446688,33.03530051846845,58734000
154,2015-08-13,32.704986572265625,33.10604568594942,32.466395303266246,32.84807291494864,36214000
155,2015-08-14,32.73836898803711,32.8746286702273,32.51616779127651,32.633247425588664,21442000
156,2015-08-17,32.925193786621094,32.95060373604633,32.445418971908715,32.72242353051957,21034000
157,2015-08-18,32.68904495239258,33.08113741245336,32.556023763371435,32.976513791816515,29122000
158,2015-08-19,32.926692962646484,33.23060132876872,32.5923952803281,32.71246633840443,42682000
159,2015-08-20,32.225711822509766,33.03082152220313,32.02991644762293,32.6556664696788,57106000
160,2015-08-21,30.514360427856445,31.887923203070123,30.506887583457928,31.874473223464758,85304000
161,2015-08-24,29.37495231628418,29.859212385594454,28.151350099977964,28.547426046527228,115406000
162,2015-08-25,28.998804092407227,30.761967637061957,28.9514735469816,30.635423425826012,70760000
163,2015-08-26,31.31846809387207,31.47241589905319,29.845261167410133,30.408238843473573,84718000
164,2015-08-27,31.766361236572266,32.064290534648336,30.988655196346865,31.855539331095322,69826000
165,2015-08-28,31.40615463256836,31.729991826264847,31.11619800774183,31.527719489650195,39574000
166,2015-08-31,30.80182647705078,31.67618535614567,30.773428908953726,31.26466388528343,43534000
167,2015-09-01,29.782487869262695,30.53329013785481,29.59864868332674,30.01017014769595,74042000
168,2015-09-02,30.607023239135742,30.607023239135742,29.87814349961732,30.171089616726828,51512000
169,2015-09-03,30.203975677490234,30.874566548260542,30.033139837541157,30.739551708782717,35192000
170,2015-09-04,29.927465438842773,30.06546977969624,29.655941983736966,29.89259090149927,41780000
171,2015-09-08,30.622968673706055,30.705173761070448,30.09785502782864,30.51485759970773,45590000
172,2015-09-09,30.526315689086914,31.21384586106073,30.370874068462225,30.94979523074233,34042000
173,2015-09-10,30.956270217895508,31.096268213579215,30.46204762601675,30.545248585182698,38106000
174,2015-09-11,31.17647933959961,31.17697727580229,30.76047454797814,30.876556400358094,27470000
175,2015-09-14,31.050432205200195,31.18096180593717,30.860613988622006,31.172991025874403,34046000
176,2015-09-15,31.643301010131836,31.82066321851257,31.077333818689745,31.222811006550312,41688000
177,2015-09-16,31.685150146484375,31.78329678853136,31.502804776994466,31.659742097657332,25730000
178,2015-09-17,32.02991485595703,32.42848049444752,31.637324452154804,31.775328807006403,45494000
179,2015-09-18,31.349857330322266,31.885433348705284,31.238756736356102,31.725508397782146,102668000
180,2015-09-21,31.658246994018555,31.710558801733313,31.184949143117464,31.60643312249349,35770000
181,2015-09-22,31.02303123474121,31.265161264607364,30.66132999854369,31.237759569417257,51258000
182,2015-09-23,31.006591796875,31.333916450718867,30.889014228435858,30.991148171602045,29418000
183,2015-09-24,31.177974700927734,31.253700913807492,30.510373396450106,30.721614275741665,44802000
184,2015-09-25,30.488950729370117,31.375765648914488,30.44062430797061,31.375765648914488,43480000
185,2015-09-28,29.63800621032715,30.62022716816141,29.363493225323676,30.407741448903526,62554000
186,2015-09-29,29.64199447631836,30.141698172097296,29.405343639613925,29.757080458510934,46190000
187,2015-09-30,30.31208610534668,30.329025439511827,29.92896409304057,30.056006248499298,48268000
188,2015-10-01,30.4550724029541,30.4949282048778,29.88511980144227,30.309595209970855,37352000
189,2015-10-02,31.2332763671875,31.254699027016194,30.048532199218094,30.251304364326575,53696000
190,2015-10-05,31.958669662475586,32.03539364688462,31.23775878960001,31.486863721095194,36072000
191,2015-10-06,32.156455993652344,32.34627610592859,31.7125515940412,31.82763756791821,43326000
192,2015-10-07,32.00300979614258,32.41398201210646,31.49433755564112,32.34577995634449,41854000
193,2015-10-08,31.843584060668945,32.107136762531056,31.166018294504617,31.95319084652492,43642000
194,2015-10-09,32.065284729003906,32.18385815836954,31.652168743409938,31.885430939701337,32974000
195,2015-10-12,32.21773910522461,32.30891084679026,31.83611090440193,31.989558882681145,25504000
196,2015-10-13,32.498233795166016,32.772843725725494,32.04237127569187,32.04237127569187,36154000
197,2015-10-14,32.44143295288086,32.85146250886851,32.32634887376339,32.543566889726854,28310000
198,2015-10-15,32.96854019165039,33.03779132993765,32.60584120342336,32.61580752894008,37714000
199,2015-10-16,32.991455078125,33.12945941191613,32.74235016669372,33.086614096949496,32222000
200,2015-10-19,33.18575668334961,33.221627091289214,32.8609236652177,32.94063526052357,29546000
201,2015-10-20,32.39759063720703,33.11700579494699,32.09443112405179,33.0831271292405,49964000
202,2015-10-21,32.015464782714844,32.67608926667029,31.97161979089992,32.59039862987135,35822000
203,2015-10-22,32.47282028198242,32.77224336834724,32.08521307898441,32.219230130029814,81420000
204,2015-10-23,34.97433090209961,36.369320040507525,34.949422689544946,36.24476757461537,133078000
205,2015-10-26,35.51140594482422,35.828766174799036,34.937467914988815,34.95191566790385,54332000
206,2015-10-27,35.29767608642578,35.55325803277819,35.101382765879514,35.242374751841,44916000
207,2015-10-28,35.51987075805664,35.521364566599544,35.0281378736341,35.239878582771155,43578000
208,2015-10-29,35.7176628112793,35.78442047105148,35.373398847080324,35.39781292489828,29120000
209,2015-10-30,35.41325759887695,35.771471389293716,35.3753916405347,35.65837525151864,38176000
210,2015-11-02,35.926414489746094,35.9518244416421,35.166145688185466,35.4257149035971,37726000
211,2015-11-03,35.978729248046875,36.102779990632285,35.60805942590432,35.81431906236881,31308000
212,2015-11-04,36.2751579284668,36.52376493120483,35.965772300642286,35.970751662672505,34134000
213,2015-11-05,36.43159866333008,36.84162443487818,36.34291660240613,36.34291660240613,37232000
214,2015-11-06,36.55664825439453,36.638853341558494,36.22035506154558,36.44405385424792,30232000
215,2015-11-09,36.11473846435547,36.60398173583564,35.84271703121757,36.37928705270124,41396000
216,2015-11-10,36.285621643066406,36.39871397608082,35.796378425263704,36.090324225317595,32160000
217,2015-11-11,36.63835525512695,36.91735157329846,36.38078159702649,36.49188218808691,27328000
218,2015-11-12,36.43060302734375,36.75792577578884,36.30181619404352,36.419142892097895,36744000
219,2015-11-13,35.72164535522461,36.42661276154505,35.70819347617891,36.32796818256966,41510000
220,2015-11-16,36.31751251220703,36.34391453655752,35.43916817202405,35.651900981817285,38118000
221,2015-11-17,36.135162353515625,36.46124215246283,36.02191797557918,36.33394913152792,30218000
222,2015-11-18,36.86753463745117,36.93778165947525,36.21986021124207,36.24875951909603,33686000
223,2015-11-19,36.78831481933594,36.96716893017526,36.739486666408624,36.80475431500857,26542000
224,2015-11-20,37.69456100463867,37.76032279248033,37.01699526987892,37.192861774697015,44246000
225,2015-11-23,37.66366958618164,37.998864268802784,37.456414097554315,37.736908018395106,28290000
226,2015-11-24,37.28004837036133,37.62874433381673,36.74945366014989,37.46537945581385,46662000
227,2015-11-25,37.27357482910156,37.46538290356605,37.169449142607164,37.27307689287718,22442000
228,2015-11-27,37.378692626953125,37.53562994576,37.24068828588741,37.289014702069124,16770000
229,2015-11-30,36.997066497802734,37.61135632599716,36.93080297257912,37.306452124807606,41952000
230,2015-12-01,38.214691162109375,38.30984638916574,37.20133018549941,37.221756972676886,42692000
231,2015-12-02,37.98252487182617,38.65884388160044,37.81213946221486,38.30735793121076,44608000
232,2015-12-03,37.49228286743164,38.31208726486871,37.14802272028762,38.16337159459147,51812000
233,2015-12-04,38.20323181152344,38.286930706737216,37.36574112213916,37.52018496911129,55146000
234,2015-12-07,38.0258674621582,38.29888854338533,37.61933105961927,38.251060060550216,36246000
235,2015-12-08,37.982025146484375,38.103092059122034,37.574987018742185,37.75882810054913,36590000
236,2015-12-09,37.445953369140625,38.07469093727579,36.71811889667656,37.822598386591075,54000000
237,2015-12-10,37.338836669921875,37.657192747966484,37.05834654912735,37.5077320668753,39768000
238,2015-12-11,36.81122970581055,37.152004282055806,36.70561022681791,36.92531790036066,44488000
239,2015-12-14,37.254638671875,37.302467152615534,36.07886310583589,36.956709390390145,48250000
240,2015-12-15,37.03691864013672,37.768291859710914,37.01749152711353,37.51520344383614,53324000
241,2015-12-16,37.76879119873047,37.89334366658187,36.839379984231996,37.36574035542117,39866000
242,2015-12-17,37.337345123291016,37.99747172377464,37.31592246238052,37.98451777977482,31068000
243,2015-12-18,36.83315658569336,37.57150479443671,36.77536557433302,37.191868327609804,62974000
244,2015-12-21,37.254638671875,37.36573925707449,36.867529400313494,37.172931525566604,30514000
245,2015-12-22,37.36574172973633,37.607373830338474,37.143042608418426,37.447946817666526,27308000
246,2015-12-23,37.381187438964844,37.57548900271113,37.06681862306437,37.53862271555641,31318000
247,2015-12-24,37.28602600097656,37.43300080596823,37.19734774301873,37.34332287454949,10544000
248,2015-12-28,37.9890022277832,38.01291837038159,37.341829584571656,37.511219123470994,30306000
249,2015-12-29,38.690982818603516,38.85937648835093,38.1843003985999,38.19725434258661,35300000
250,2015-12-30,38.41197967529297,38.740800009356576,38.20771560801313,38.69097978326683,25866000
251,2015-12-31,37.80815124511719,38.33724836879463,37.781247486145155,38.33724836879463,30018000
252,2016-01-04,36.959197998046875,37.06980064385267,36.43199382685764,37.016992802826486,65456000
253,2016-01-05,36.99606704711914,37.465377573392075,36.79976997248249,37.188870966602316,39014000
254,2016-01-06,37.04788589477539,37.22525002539889,36.31551670288448,36.36932422577476,38940000
255,2016-01-07,36.18946838378906,36.792799834355236,35.824279680821746,36.38476581039363,59274000
256,2016-01-08,35.595603942871094,36.53024549193032,35.52236930343442,36.44156342556311,49018000
257,2016-01-11,35.67332077026367,35.81406567076831,35.05105635099409,35.70222007561467,41812000
258,2016-01-12,36.173526763916016,36.30704588990248,35.737441066698054,35.95481113125774,40490000
259,2016-01-13,34.902591705322266,36.60547273337286,34.80544092944538,36.411669117830996,50034000
260,2016-01-14,35.608055114746094,35.967013889080455,34.331643219258886,35.142728048947866,44516000
261,2016-01-15,34.59818649291992,35.21048840862046,34.14581333108745,34.49057145122027,72162000
262,2016-01-19,34.963871002197266,35.37190500864134,34.546372406976076,35.03910117933649,45362000
263,2016-01-20,34.79747009277344,35.2159645724775,33.54247698779276,34.30723098723454,68900000
264,2016-01-21,35.20301055908203,35.83075607843274,34.598683245765315,34.98330285819309,48244000
265,2016-01-22,36.13267135620117,36.27615680133914,35.87713886473675,36.050466272040026,40236000
266,2016-01-25,35.45610046386719,36.353377654510815,35.37339744594375,36.049469340555014,34234000
267,2016-01-26,35.524356842041016,35.78541984667093,35.19753205058045,35.564712479910554,26634000
268,2016-01-27,34.87419509887695,35.7831795792833,34.595198770928896,35.555744357447175,43884000
269,2016-01-28,36.41714859008789,36.55316119065441,35.48998000184242,35.98171289483879,53528000
270,2016-01-29,37.014503479003906,37.11613948417346,36.20989555760459,36.445548626623506,69486000
271,2016-02-01,37.46537780761719,37.75733184011001,37.030443878416285,37.38865382805922,102784000
272,2016-02-02,38.095619201660156,39.35210618442256,38.095619201660156,39.08456618379117,126962000
273,2016-02-03,36.217369079589844,38.586355821765125,35.8960253616574,38.37312508296887,123420000
274,2016-02-04,35.27376174926758,36.21985961902654,34.96735991209568,36.011110301378075,103374000
275,2016-02-05,34.05613327026367,35.07347773541785,33.885744065224735,35.06749870002565,102114000
276,2016-02-08,34.0147819519043,34.07904993091411,33.034303764917006,33.27294824055884,84948000
277,2016-02-09,33.78411102294922,34.869710852386824,33.31878390545315,33.495650097562425,72178000
278,2016-02-10,34.083534240722656,34.93995407139829,33.98438792422223,34.220040975290964,52760000
279,2016-02-11,34.0332145690918,34.344097816531914,33.323666860156095,33.62916783518336,60480000
280,2016-02-12,33.997840881347656,34.56331015502183,33.80852249680075,34.389435394793075,42828000
281,2016-02-16,34.426300048828125,34.77504922621487,34.129864578413226,34.524944626560696,50400000
282,2016-02-17,35.29318618774414,35.360445586050695,34.44523503703379,34.779532681660136,49852000
283,2016-02-18,34.7426643371582,35.48997911524113,34.676898751371304,35.37289949592497,37664000
284,2016-02-19,34.92002868652344,35.02818726683797,34.57825441460071,34.62707876758402,31786000
285,2016-02-22,35.196537017822266,35.53432021462607,34.999741986749406,35.245859309381764,38996000
286,2016-02-23,34.66793441772461,35.29318645549646,34.55484208130207,34.94693073720212,40186000
287,2016-02-24,34.85276794433594,34.87468853855698,33.91713069285459,34.32267118854242,39272000
288,2016-02-25,35.16115951538086,35.17261964977268,34.40562687423276,34.87518830112933,32844000
289,2016-02-26,35.12728500366211,35.54378772298014,34.917536034385925,35.30215563322466,44870000
290,2016-02-29,34.76359176635742,35.41724137946373,34.7591065393738,34.89063392014859,49622000
291,2016-03-01,35.81182098388672,35.81182098388672,34.863229753433615,35.05504161210686,43028000
292,2016-03-02,35.81381607055664,35.87110913891802,35.47253973918091,35.821288914210754,32580000
293,2016-03-03,35.493465423583984,35.843708416629234,35.174611415568336,35.805344523930785,39160000
294,2016-03-04,35.417240142822266,35.69624025666093,35.174612177718934,35.62150801543558,39442000
295,2016-03-07,34.63356018066406,35.27779465509513,34.222040581313784,35.2184604201544,59702000
296,2016-03-08,34.57427215576172,35.06351157536976,34.14431375104123,34.3062342404741,41526000
297,2016-03-09,35.1357536315918,35.15767422712608,34.57576546840664,34.79846457916757,28430000
298,2016-03-10,35.51339340209961,35.693745124685,35.042087309319015,35.27923416423604,56670000
299,2016-03-11,36.21088790893555,36.215871071724756,35.727874615056045,35.87110918666992,39416000
300,2016-03-14,36.393733978271484,36.64333684528678,36.1276878139728,36.21039083345776,34366000
301,2016-03-15,36.28611755371094,36.48340670522877,36.108753450980416,36.215870543669304,34420000
302,2016-03-16,36.672733306884766,36.741486516726326,36.095803867689085,36.18847322062679,32488000
303,2016-03-17,36.75693130493164,37.020484017316974,36.66824924005052,36.69066777413259,37216000
304,2016-03-18,36.74795913696289,36.96716888349217,36.46049032386336,36.960193976088426,59614000
305,2016-03-21,36.97166061401367,36.99208740364946,36.54449592364178,36.69316220504011,36730000
306,2016-03-22,36.9048957824707,37.116636504421905,36.740987345103456,36.740987345103456,25394000
307,2016-03-23,36.77088165283203,37.15250987814199,36.67572261436992,36.98511207291445,28642000
308,2016-03-24,36.63337326049805,36.755284012516256,36.41914285191456,36.46946101782411,31898000
